what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589409052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589420261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589431079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589431546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589434302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589508203
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321589511993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321589515278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589516066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589520159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589520333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589528469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589528810
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1321589531443
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589531753
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589531881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589537101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589539296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589541165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589544220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589545354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589550004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589554132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589563880
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321589568332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321589572251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589573196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589577368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589577671
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589580233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589581609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589582701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589589047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589590306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589599255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589600562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321589603593
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589604967
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589605080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321589608612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589613481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589613631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321589615292
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589617040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589636950
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589637657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589637945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589638208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589638428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589638625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589638893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589639137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321589639438
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1321589639836
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321589641127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589648337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589653674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321589653771
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321589653879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589659026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321589661118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321589661232
